NAME,Population,White Alone,White Alone %,Non-White Population: Race,Black or African American Alone,Black or African American Alone %,Black or African American Alone % Non-White Population,American Indian Alaska Native Alone,American Indian Alaska Native Alone %,American Indian Alaska Native Alone % Non-White Population,Asian Alone,Asian Alone %,Asian Alone % Non-White Population,Native Hawaiian Other Pacific Islander Alone,Native Hawaiian Other Pacific Islander Alone %,Native Hawaiian Other Pacific Islander Alone % Non-White Population,Some Other Race Alone,Some Other Race Alone %,Some Other Race Alone % Non-White Population,Two or More Races,Two or More Races %,Two or More Races % Non-White Population,Hispanic or Latino,Hispanic or Latino %,Not Hispanic or Latino,Not Hispanic or Latino %,Minority,Minority %,White Alone Not Hispanic or Latino,White Alone Not Hispanic or Latino %,Occupancy:Total Households,Occupancy:Occupied Units,Occupancy %:Occupied Units,Occupancy:Vacant Units,Occupancy %:Vacant Units,Group Quarters:Population,Group Quarters %:Population,Group Quarters:Institutionalized,Group Quarters %:Institutionalized,"Group Quarters:Institutionalized, Adults in Correctional Facility",Group Quarters % Institutionalized:Adults in Correctional Facility,Group Quarters %:Institutionalized Adults in Correctional Facility,"Group Quarters:Institutionalized, Juvenile Facility",Group Quarters % Institutionalized:Juvenile Facility,Group Quarters %:Institutionalized in Juvenile Facility,"Group Quarters:Institutionalized, Nursing or Skilled Nursing Facility",Group Quarters % Institutionalized:Nursing or Skilled Nursing Facility,Group Quarters %:Institutionalized in Nursing or Skilled Nursing Facility,"Group Quarters:Institutionalized, Other Facility",Group Quarters % Institutionalized:Other Facility,Group Quarters %:Institutionalized in Other Facility,Group Quarters:Noninstitutionalized,Group Quarters %:Noninstitutionalized,"Group Quarters:Noninstitutionalized, College or University Student Housing",Group Quarters % Noninstitutionalized:College or University Student Housing,Group Quarters %:Noninstitutionalized in College or University Student Housing,"Group Quarters:Noninstitutionalized, Military Quarters",Group Quarters % Noninstitutionalized:Military Quarters,Group Quarters %:Noninstitutionalized in Military Quarters,"Group Quarters:Noninstitutionalized, Other",Group Quarters % Noninstitutionalized:Other,Group Quarters %:Noninstitutionalized in Other,Square Miles,Square Acres,Population Per Square Mile,Population Per Square Acre,Housing Units Per Square Mile,Housing Units Per Square Acre
Cheatham Unincorporated,26176.0,23732.0,90.66320293398532,2444.0,322.0,1.2301344743276283,13.175122749590834,92.0,0.3514669926650366,3.764320785597381,94.0,0.3591075794621027,3.8461538461538463,11.0,0.042023227383863,0.4500818330605565,416.0,1.5892420537897312,17.02127659574468,1509.0,5.764822738386308,61.743044189852704,984.0,3.759168704156479,25192.0,96.24083129584352,2680.0,10.23838630806846,23496.0,89.76161369193154,10550.0,9854.0,93.40284360189574,696.0,6.597156398104266,114.0,0.4355134474327628,78.0,68.42105263157895,0.0,0.0,0.0,0.0,0.0,0.0,78.0,100.0,68.42105263157895,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0127251955766,167687.885254515,99.90354468646973,0.1560995295531954,40.26521991298348,0.06291450323908204
Dickson Unincorporated,30622.0,27985.0,91.38854418392006,2637.0,543.0,1.7732349291359153,20.591581342434583,106.0,0.3461563581738619,4.019719378081152,112.0,0.3657501142969107,4.247250663632916,7.0,0.0228593821435569,0.2654531664770572,479.0,1.564234863823395,18.164580963215776,1390.0,4.539220168506303,52.71141448615852,1038.0,3.3897198092874405,29584.0,96.61028019071256,2923.0,9.54542485794527,27699.0,90.45457514205472,12512.0,11638.0,93.01470588235294,874.0,6.985294117647059,69.0,0.225328195415061,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.6255762465908,290319.92061214504,67.50501207046995,0.10547674419114243,27.582219026377114,0.04309728376068102
Humphreys Unincorporated,11246.0,10404.0,92.51289347323493,842.0,186.0,1.6539213942735196,22.09026128266033,19.0,0.1689489596300907,2.256532066508313,27.0,0.2400853636848657,3.20665083135392,0.0,0.0,0.0,114.0,1.0136937577805445,13.53919239904988,496.0,4.410457051396052,58.90736342042755,233.0,2.071847768095323,11013.0,97.92815223190468,922.0,8.198470567312823,10324.0,91.80152943268718,5337.0,4431.0,83.02417088251826,906.0,16.97582911748173,264.0,2.347501333807576,243.0,92.04545454545456,0.0,0.0,0.0,243.0,100.0,92.04545454545456,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0611339497768,329638.616843365,21.834301326056934,0.03411614848919167,10.361876771933652,0.016190457450365993
Montgomery Unincorporated,53347.0,42797.0,80.22381764672802,10550.0,3912.0,7.333120887772508,37.08056872037915,240.0,0.4498847170412582,2.2748815165876777,1059.0,1.985116313944552,10.03791469194313,133.0,0.2493111140270306,1.2606635071090049,954.0,1.7882917502390012,9.04265402843602,4252.0,7.970457570247625,40.30331753554503,3263.0,6.1165576321067725,50084.0,93.88344236789324,11649.0,21.83627945339007,41698.0,78.16372054660992,19962.0,18713.0,93.743111912634,1249.0,6.256888087365995,418.0,0.7835492155135246,59.0,14.114832535885164,0.0,0.0,0.0,0.0,0.0,0.0,59.0,100.0,14.114832535885164,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,359.0,100.0,85.88516746411483,359.0,100.0,85.88516746411483,439.76841958340975,281451.35403869004,121.30702802746801,0.18954252390154283,45.392072534244036,0.07092522282644943
"Ashland City town, Tennessee",5193.0,4261.0,82.052763335259,932.0,310.0,5.969574427113422,33.261802575107296,17.0,0.3273637589062199,1.8240343347639485,33.0,0.635470826112074,3.540772532188841,11.0,0.2118236087040246,1.1802575107296138,220.0,4.236472174080493,23.605150214592275,341.0,6.566531869824764,36.587982832618025,426.0,8.203350664355865,4767.0,91.79664933564412,1018.0,19.603312150972464,4175.0,80.39668784902754,2311.0,2145.0,92.81696235395933,166.0,7.183037646040676,235.0,4.525322549585981,146.0,62.12765957446808,80.0,54.7945205479452,34.04255319148936,0.0,0.0,0.0,66.0,45.20547945205479,28.08510638297873,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66807213912504,6827.555628900001,486.7796104372718,0.7605943154851531,216.6277064742028,0.3384813139006718
"Kingston Springs town, Tennessee",2824.0,2577.0,91.25354107648724,247.0,27.0,0.9560906515580736,10.931174089068826,10.0,0.3541076487252125,4.048582995951417,9.0,0.3186968838526912,3.643724696356275,0.0,0.0,0.0,56.0,1.9830028328611895,22.672064777327936,145.0,5.13456090651558,58.70445344129555,163.0,5.771954674220963,2661.0,94.22804532577904,310.0,10.977337110481583,2514.0,89.02266288951841,1148.0,1085.0,94.5121951219512,63.0,5.487804878048781,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,10.053323371098998,6434.1170247400005,280.9021351206461,0.43891026369917735,114.19109458870457,0.1784238607389007
"Pegram town, Tennessee",2072.0,1924.0,92.85714285714286,148.0,44.0,2.1235521235521237,29.72972972972973,1.0,0.0482625482625482,0.6756756756756757,8.0,0.3861003861003861,5.405405405405405,0.0,0.0,0.0,24.0,1.1583011583011582,16.216216216216218,71.0,3.4266409266409266,47.97297297297297,59.0,2.8474903474903472,2013.0,97.15250965250964,166.0,8.011583011583012,1906.0,91.988416988417,849.0,812.0,95.64193168433452,37.0,4.358068315665489,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,7.247633657257237,4638.478379925,285.8864145161717,0.44669821227742845,117.1416823958638,0.18303416130479572
"Pleasant View city, Tennessee",4807.0,4294.0,89.32806324110672,513.0,116.0,2.4131474932390264,22.612085769980503,15.0,0.3120449344705637,2.923976608187134,47.0,0.9777407946744332,9.161793372319687,4.0,0.0832119825254836,0.7797270955165692,64.0,1.3313917204077386,12.475633528265108,267.0,5.554399833576035,52.046783625731,207.0,4.30622009569378,4600.0,95.69377990430624,599.0,12.46099438319118,4208.0,87.53900561680882,1927.0,1810.0,93.92838609237155,117.0,6.071613907628437,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,12.52160651672924,8013.815799260001,383.89642683450444,0.5998390929379586,153.89399095279592,0.24045973207643978
"Belle Meade city, Tennessee",2901.0,2773.0,95.58772836952777,128.0,6.0,0.2068252326783868,4.6875,1.0,0.0344708721130644,0.78125,23.0,0.7928300586004825,17.96875,0.0,0.0,0.0,5.0,0.1723543605653223,3.90625,93.0,3.205791106514995,72.65625,52.0,1.7924853498793518,2849.0,98.20751465012066,143.0,4.929334712168218,2758.0,95.07066528783176,1130.0,1073.0,94.95575221238936,57.0,5.04424778761062,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,3.0701534761578517,1964.895191405,944.9039022083225,1.4764146264339104,368.05977576539277,0.5750942874423711
"Berry Hill city, Tennessee",2112.0,1747.0,82.71780303030303,365.0,115.0,5.445075757575758,31.506849315068493,12.0,0.5681818181818182,3.287671232876712,66.0,3.125,18.08219178082192,0.0,0.0,0.0,33.0,1.5625,9.04109589041096,139.0,6.581439393939394,38.08219178082192,123.0,5.823863636363636,1989.0,94.17613636363636,412.0,19.50757575757576,1700.0,80.49242424242425,1657.0,1446.0,87.2661436330718,211.0,12.733856366928183,3.0,0.1420454545454545,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057439262690542,579.67521793,2331.78488836217,3.643419512639989,1829.4353977349033,2.858497221801355
"Forest Hills city, Tennessee",5038.0,4677.0,92.83445811830092,361.0,44.0,0.8733624454148471,12.18836565096953,4.0,0.0793965859468042,1.10803324099723,110.0,2.1834061135371177,30.47091412742382,0.0,0.0,0.0,19.0,0.3771337832473204,5.263157894736842,184.0,3.6522429535529968,50.96952908587258,127.0,2.520841603811036,4911.0,97.47915839618896,400.0,7.939658594680429,4638.0,92.06034140531956,1894.0,1789.0,94.45617740232312,105.0,5.543822597676875,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,9.235961317739308,5911.0061181500005,545.476515836378,0.8523083717559694,205.06798749386658,0.3204192251103227
"Goodlettsville city, Tennessee",17789.0,10910.0,61.33003541514419,6879.0,4113.0,23.121029849907245,59.79066724814653,94.0,0.5284164371240655,1.3664776857101322,512.0,2.8781831468885266,7.442942288123273,42.0,0.2361009612681994,0.6105538595726123,712.0,4.002473438641857,10.350341619421426,1406.0,7.903760751025915,20.439017299026023,1650.0,9.275394906964978,16139.0,90.72460509303502,7141.0,40.14278486705267,10648.0,59.85721513294733,7784.0,7348.0,94.39876670092498,436.0,5.601233299075026,152.0,0.8544606217325313,148.0,97.36842105263158,0.0,0.0,0.0,0.0,0.0,0.0,148.0,100.0,97.36842105263158,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.432182082828987,9236.5822739,1232.592541994385,1.9259288200427493,539.3501797112988,0.8427359567829985
"Nashville-Davidson metropolitan government (balance), Tennessee",689447.0,380838.0,55.23818364573346,308609.0,169349.0,24.56301934739001,54.8749388384655,3839.0,0.5568230770458062,1.2439689056378784,27375.0,3.970573517616293,8.870447718634258,318.0,0.0461239225060084,0.1030430091150938,55554.0,8.057762235530795,18.00141927163498,52174.0,7.567514254177624,16.906182256512288,96349.0,13.974823300413233,593098.0,86.02517669958677,322050.0,46.711349820943454,367397.0,53.28865017905655,316363.0,290106.0,91.70035686853392,26257.0,8.29964313146607,24718.0,3.5851921902626307,7154.0,28.942471073711467,4378.0,61.1965334078837,17.711788979690912,156.0,2.180598266703942,0.6311190225746419,2421.0,33.841207715963094,9.794481754187233,199.0,2.781660609449259,0.8050813172586778,17564.0,0.8050813172586778,15112.0,86.03962650876792,61.1376324945384,0.0,0.0,0.0,0.0,0.0,0.0,475.78425325830784,304501.45200669504,1449.0748596206538,2.2641829635178268,664.9295302092386,1.0389539948500612
"Oak Hill city, Tennessee",4891.0,4520.0,92.41463913310162,371.0,59.0,1.2062972807196892,15.902964959568733,5.0,0.102228583111838,1.3477088948787064,82.0,1.6765487630341445,22.10242587601078,0.0,0.0,0.0,34.0,0.6951543651604989,9.164420485175205,191.0,3.905131874872214,51.482479784366575,137.0,2.8010631772643637,4754.0,97.19893682273565,411.0,8.40318953179309,4480.0,91.59681046820693,1874.0,1764.0,94.13020277481324,110.0,5.869797225186766,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,7.844720182040408,5020.613165860001,623.476667937422,0.9741837975605518,238.8867871017642,0.37326118107308814
"Ridgetop city, Tennessee",2155.0,1959.0,90.90487238979118,196.0,32.0,1.4849187935034802,16.3265306122449,7.0,0.3248259860788863,3.571428571428571,16.0,0.7424593967517401,8.16326530612245,2.0,0.0928074245939675,1.020408163265306,32.0,1.4849187935034802,16.3265306122449,107.0,4.965197215777263,54.59183673469388,66.0,3.062645011600928,2089.0,96.93735498839906,216.0,10.023201856148493,1939.0,89.97679814385151,898.0,857.0,95.43429844097996,41.0,4.565701559020044,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,3.027307719623558,1937.473949555,711.8536335209332,1.1122730194617385,296.6332078430617,0.46349010277338343
"Burns town, Tennessee",1573.0,1425.0,90.59122695486332,148.0,29.0,1.8436109345200251,19.594594594594597,10.0,0.6357279084551812,6.756756756756757,8.0,0.5085823267641449,5.405405405405405,2.0,0.1271455816910362,1.351351351351351,22.0,1.3986013986013983,14.864864864864863,77.0,4.895104895104895,52.02702702702703,68.0,4.322949777495232,1505.0,95.67705022250476,176.0,11.188811188811188,1397.0,88.81118881118881,675.0,658.0,97.48148148148148,17.0,2.5185185185185186,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,3.37753905713347,2161.62165953,465.72370397250444,0.7276944108443177,199.84965046499715,0.3122655609153938
"Charlotte town, Tennessee",1656.0,1460.0,88.16425120772948,196.0,117.0,7.065217391304348,59.693877551020414,4.0,0.2415458937198067,2.0408163265306123,5.0,0.3019323671497584,2.5510204081632653,0.0,0.0,0.0,18.0,1.0869565217391304,9.183673469387756,52.0,3.140096618357488,26.53061224489796,49.0,2.9589371980676327,1607.0,97.04106280193236,208.0,12.560386473429952,1448.0,87.43961352657004,572.0,518.0,90.55944055944056,54.0,9.44055944055944,294.0,17.753623188405797,294.0,100.0,294.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.058232529431217,2597.26480927,408.0594169975019,0.637593823351976,140.94805949430622,0.22023168294524773
"Dickson city, Tennessee",16058.0,12709.0,79.14435172499688,3349.0,1240.0,7.722007722007722,37.025977903851896,102.0,0.6351974093909578,3.045685279187817,170.0,1.0586623489849296,5.076142131979696,1.0,0.0062274255822642,0.0298596595998805,588.0,3.661726242371403,17.55747984472977,1248.0,7.771827126665837,37.26485518065094,1277.0,7.952422468551501,14781.0,92.0475775314485,3594.0,22.381367542657863,12464.0,77.61863245734213,6936.0,6597.0,95.11245674740483,339.0,4.887543252595155,414.0,2.578154191057417,288.0,69.56521739130434,0.0,0.0,0.0,0.0,0.0,0.0,105.0,36.45833333333333,25.36231884057971,183.0,63.54166666666666,44.20289855072464,126.0,44.20289855072464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.21964224161276,12940.551057465002,794.1782454959589,1.2409054242505877,343.03277561090863,0.5359895393325493
"Slayden town, Tennessee",170.0,162.0,95.2941176470588,8.0,3.0,1.7647058823529411,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.941176470588235,62.5,2.0,1.1764705882352942,168.0,98.82352941176472,9.0,5.294117647058823,161.0,94.70588235294116,93.0,87.0,93.5483870967742,6.0,6.451612903225806,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,1.5328039477226212,980.99301212,110.90785631951118,0.1732937930236803,60.67312139832082,0.09480189853648394
"Vanleer town, Tennessee",374.0,350.0,93.58288770053476,24.0,6.0,1.6042780748663104,25.0,0.0,0.0,0.0,2.0,0.53475935828877,8.333333333333332,1.0,0.267379679144385,4.166666666666666,3.0,0.8021390374331552,12.5,12.0,3.2085561497326207,50.0,14.0,3.7433155080213902,360.0,96.2566844919786,34.0,9.090909090909092,340.0,90.9090909090909,166.0,141.0,84.93975903614458,25.0,15.060240963855422,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.7879422271846565,504.282246905,474.6540889632408,0.7416481589336151,210.67534429919243,0.32918073364433187
"White Bluff town, Tennessee",3862.0,3518.0,91.09269808389436,344.0,24.0,0.6214396685655101,6.976744186046512,20.0,0.5178663904712585,5.813953488372093,15.0,0.3883997928534438,4.3604651162790695,0.0,0.0,0.0,65.0,1.6830657690315898,18.8953488372093,220.0,5.696530295183842,63.95348837209303,134.0,3.469704816157431,3728.0,96.53029518384255,377.0,9.761781460383222,3485.0,90.23821853961678,1597.0,1515.0,94.86537257357546,82.0,5.134627426424546,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,6.296504194454947,4029.756463455,613.356218106087,0.9583705702872252,253.6328017388454,0.39630186451286864
"Erin city, Tennessee",1224.0,1063.0,86.84640522875817,161.0,86.0,7.026143790849673,53.41614906832298,4.0,0.326797385620915,2.484472049689441,3.0,0.2450980392156862,1.8633540372670807,5.0,0.4084967320261438,3.1055900621118013,13.0,1.062091503267974,8.074534161490684,50.0,4.084967320261438,31.05590062111801,31.0,2.5326797385620914,1193.0,97.4673202614379,170.0,13.88888888888889,1054.0,86.11111111111111,534.0,475.0,88.95131086142321,59.0,11.04868913857678,135.0,11.029411764705882,135.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.896277345801517,2493.6136517600003,314.1460146103143,0.49085390559042574,137.05389853097046,0.2141470470468034
"Tennessee Ridge town, Tennessee",1332.0,1229.0,92.26726726726729,103.0,18.0,1.351351351351351,17.475728155339805,7.0,0.5255255255255256,6.796116504854369,1.0,0.075075075075075,0.9708737864077668,1.0,0.075075075075075,0.9708737864077668,15.0,1.1261261261261262,14.563106796116504,61.0,4.57957957957958,59.22330097087378,37.0,2.7777777777777777,1295.0,97.2222222222222,114.0,8.558558558558559,1218.0,91.44144144144144,599.0,542.0,90.48414023372288,57.0,9.515859766277128,8.0,0.6006006006006006,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.749792503460599,2399.86349739,355.21965515977945,0.5550315680240282,159.7421722527837,0.24959752946425895
"McEwen city, Tennessee",1643.0,1532.0,93.24406573341447,111.0,9.0,0.5477784540474742,8.108108108108109,4.0,0.2434570906877662,3.603603603603604,6.0,0.3651856360316494,5.405405405405405,0.0,0.0,0.0,5.0,0.3043213633597078,4.504504504504505,87.0,5.295191722458917,78.37837837837837,33.0,2.008520998174072,1610.0,97.99147900182594,127.0,7.72976262933658,1516.0,92.27023737066342,807.0,709.0,87.85625774473358,98.0,12.143742255266416,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,1.8427474554986336,1179.35655087,891.603456077174,1.3931325507862524,437.9330426380276,0.6842714354744405
"New Johnsonville city, Tennessee",1804.0,1616.0,89.57871396895787,188.0,27.0,1.496674057649667,14.361702127659576,8.0,0.4434589800443459,4.25531914893617,9.0,0.4988913525498891,4.787234042553192,0.0,0.0,0.0,16.0,0.8869179600886918,8.51063829787234,128.0,7.095343680709535,68.08510638297872,39.0,2.161862527716186,1765.0,97.83813747228382,199.0,11.031042128603104,1605.0,88.9689578713969,790.0,716.0,90.63291139240506,74.0,9.367088607594935,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,5.145126708142285,3292.8760097850004,350.6230462983793,0.5478493555904607,153.54335176037674,0.23991185749249663
"Waverly city, Tennessee",4297.0,3718.0,86.52548289504306,579.0,284.0,6.6092622760065165,49.05008635578584,12.0,0.2792646032115429,2.072538860103627,23.0,0.5352571561554573,3.9723661485319512,0.0,0.0,0.0,42.0,0.9774261112404002,7.253886010362693,218.0,5.07330695834303,37.65112262521589,144.0,3.351175238538515,4153.0,96.64882476146148,640.0,14.89411217128229,3657.0,85.10588782871771,1915.0,1743.0,91.01827676240208,172.0,8.98172323759791,177.0,4.119152897370258,161.0,90.96045197740112,78.0,48.4472049689441,44.06779661016949,0.0,0.0,0.0,83.0,51.5527950310559,46.89265536723164,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.713554672462875,5576.666381315,493.1397301700132,0.7705320179090129,219.77253508856768,0.3433951161963602
"Columbia city, Tennessee",41690.0,27737.0,66.53154233629166,13953.0,7723.0,18.524826097385464,55.35010392030387,223.0,0.534900455744783,1.5982226044578225,432.0,1.0362197169585032,3.0961083637927325,21.0,0.0503717917965939,0.1505052676843689,2288.0,5.488126649076517,16.397907260087436,3266.0,7.834012952746463,23.407152583673764,4447.0,10.666826577116812,37243.0,89.33317342288318,14728.0,35.32741664667786,26962.0,64.67258335332214,18335.0,16821.0,91.7425688573766,1514.0,8.257431142623398,1059.0,2.5401775005996643,872.0,82.34183191690275,298.0,34.174311926605505,28.13975448536355,49.0,5.619266055045872,4.627006610009444,444.0,50.917431192660544,41.92634560906516,81.0,9.288990825688073,7.64872521246459,187.0,7.64872521246459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.09931642526185,21183.52980978,1259.5426281426653,1.9680383946566158,553.9389322858184,0.8655309178706897
"Mount Pleasant city, Tennessee",4784.0,3474.0,72.61705685618729,1310.0,897.0,18.75,68.4732824427481,17.0,0.3553511705685618,1.297709923664122,31.0,0.6479933110367893,2.366412213740458,2.0,0.0418060200668896,0.1526717557251908,67.0,1.4005016722408026,5.114503816793893,296.0,6.187290969899665,22.595419847328245,135.0,2.82190635451505,4649.0,97.17809364548496,1344.0,28.093645484949832,3440.0,71.90635451505017,2124.0,1899.0,89.40677966101694,225.0,10.59322033898305,64.0,1.3377926421404682,60.0,93.75,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,93.75,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.576917581452324,8049.214826035,380.37937109925514,0.5943436848680274,168.8808077372111,0.26387666945227634
