NAME,Population,White Alone,White Alone %,Non-White Population: Race,Black or African American Alone,Black or African American Alone %,Black or African American Alone % Non-White Population,American Indian Alaska Native Alone,American Indian Alaska Native Alone %,American Indian Alaska Native Alone % Non-White Population,Asian Alone,Asian Alone %,Asian Alone % Non-White Population,Native Hawaiian Other Pacific Islander Alone,Native Hawaiian Other Pacific Islander Alone %,Native Hawaiian Other Pacific Islander Alone % Non-White Population,Some Other Race Alone,Some Other Race Alone %,Some Other Race Alone % Non-White Population,Two or More Races,Two or More Races %,Two or More Races % Non-White Population,Hispanic or Latino,Hispanic or Latino %,Not Hispanic or Latino,Not Hispanic or Latino %,Minority,Minority %,White Alone Not Hispanic or Latino,White Alone Not Hispanic or Latino %,Occupancy:Total Households,Occupancy:Occupied Units,Occupancy %:Occupied Units,Occupancy:Vacant Units,Occupancy %:Vacant Units,Group Quarters:Population,Group Quarters %:Population,Group Quarters:Institutionalized,Group Quarters %:Institutionalized,"Group Quarters:Institutionalized, Adults in Correctional Facility",Group Quarters % Institutionalized:Adults in Correctional Facility,Group Quarters %:Institutionalized Adults in Correctional Facility,"Group Quarters:Institutionalized, Juvenile Facility",Group Quarters % Institutionalized:Juvenile Facility,Group Quarters %:Institutionalized in Juvenile Facility,"Group Quarters:Institutionalized, Nursing or Skilled Nursing Facility",Group Quarters % Institutionalized:Nursing or Skilled Nursing Facility,Group Quarters %:Institutionalized in Nursing or Skilled Nursing Facility,"Group Quarters:Institutionalized, Other Facility",Group Quarters % Institutionalized:Other Facility,Group Quarters %:Institutionalized in Other Facility,Group Quarters:Noninstitutionalized,Group Quarters %:Noninstitutionalized,"Group Quarters:Noninstitutionalized, College or University Student Housing",Group Quarters % Noninstitutionalized:College or University Student Housing,Group Quarters %:Noninstitutionalized in College or University Student Housing,"Group Quarters:Noninstitutionalized, Military Quarters",Group Quarters % Noninstitutionalized:Military Quarters,Group Quarters %:Noninstitutionalized in Military Quarters,"Group Quarters:Noninstitutionalized, Other",Group Quarters % Noninstitutionalized:Other,Group Quarters %:Noninstitutionalized in Other,Square Miles,Square Acres,Population Per Square Mile,Population Per Square Acre,Housing Units Per Square Mile,Housing Units Per Square Acre
"Spring Hill city, Tennessee",50005.0,40708.0,81.4078592140786,9297.0,2987.0,5.973402659734027,32.12864364848876,155.0,0.30996900309969,1.6672044745616867,1098.0,2.195780421957804,11.81026137463698,35.0,0.06999300069993,0.3764655265139292,1291.0,2.581741825817418,13.886199849413789,3731.0,7.461253874612539,40.131225126384855,3933.0,7.865213478652135,46072.0,92.13478652134786,10383.0,20.76392360763924,39622.0,79.23607639236077,17939.0,17211.0,95.94180277607448,728.0,4.058197223925526,266.0,0.531946805319468,232.0,87.21804511278195,0.0,0.0,0.0,38.0,16.379310344827587,14.285714285714285,194.0,83.62068965517241,72.93233082706767,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7758484004624,17136.516521545,1867.5411980274152,2.918037626674644,669.9694340848675,1.0468288568126476
"Clarksville city, Tennessee",166722.0,94978.0,56.96788666162834,71744.0,40657.0,24.386103813533907,56.66954727921498,914.0,0.5482179916267799,1.2739741302408565,4143.0,2.484974988303883,5.774698929527208,867.0,0.5200273509194947,1.208463425512935,6936.0,4.160218807355958,9.66770740410348,18227.0,10.932570386631635,25.40560883140053,19671.0,11.798682837298015,147051.0,88.20131716270198,77126.0,46.26024159978887,89596.0,53.73975840021114,65752.0,61128.0,92.96751429614308,4624.0,7.032485703856917,4296.0,2.576744520819088,1699.0,39.54841713221601,1084.0,63.80223660977046,25.23277467411545,32.0,1.883460859329017,0.74487895716946,583.0,34.314302530900534,13.5707635009311,0.0,0.0,0.0,2597.0,0.0,1450.0,55.83365421640354,33.75232774674116,962.0,37.04274162495187,22.39292364990689,962.0,37.04274162495187,22.39292364990689,99.40076866670957,63616.393737945,1677.2707317688687,2.6207395641880913,661.483818303923,1.0335700616864925
"Adams city, Tennessee",624.0,553.0,88.62179487179486,71.0,22.0,3.525641025641025,30.985915492957744,7.0,1.1217948717948718,9.859154929577464,2.0,0.3205128205128205,2.8169014084507045,0.0,0.0,0.0,11.0,1.7628205128205128,15.492957746478872,29.0,4.647435897435898,40.845070422535215,16.0,2.564102564102564,608.0,97.43589743589745,74.0,11.858974358974358,550.0,88.14102564102564,250.0,232.0,92.8,18.0,7.199999999999999,19.0,3.0448717948717947,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.390552286866642,1529.95110171,261.0275472442783,0.4078561722022135,104.57834424850894,0.16340391514511757
"Cedar Hill city, Tennessee",301.0,239.0,79.40199335548172,62.0,22.0,7.308970099667775,35.483870967741936,2.0,0.6644518272425249,3.225806451612903,2.0,0.6644518272425249,3.225806451612903,0.0,0.0,0.0,16.0,5.3156146179402,25.806451612903224,20.0,6.64451827242525,32.25806451612903,25.0,8.305647840531561,276.0,91.69435215946844,68.0,22.591362126245848,233.0,77.40863787375415,123.0,110.0,89.43089430894308,13.0,10.569105691056912,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.6440091340095948,412.16520948,467.3846753166012,0.7302896825759521,190.991079946651,0.29842402311243227
"Coopertown town, Tennessee",4480.0,3937.0,87.87946428571428,543.0,143.0,3.1919642857142856,26.335174953959484,19.0,0.4241071428571428,3.4990791896869244,25.0,0.5580357142857143,4.6040515653775325,5.0,0.1116071428571428,0.9208103130755064,85.0,1.8973214285714284,15.65377532228361,266.0,5.9375,48.98710865561694,212.0,4.732142857142857,4268.0,95.26785714285714,611.0,13.638392857142856,3869.0,86.36160714285714,1665.0,1613.0,96.87687687687688,52.0,3.123123123123123,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,31.59965664513563,20223.749032175,141.7736923635099,0.22152173629491437,52.690445934206245,0.08232894886853402
"Cross Plains city, Tennessee",1789.0,1546.0,86.4169927333706,243.0,83.0,4.639463387367244,34.15637860082305,1.0,0.0558971492453884,0.411522633744856,6.0,0.3353828954723309,2.469135802469136,0.0,0.0,0.0,28.0,1.5651201788708775,11.522633744855968,125.0,6.987143655673561,51.440329218107,69.0,3.856903297931805,1720.0,96.1430967020682,253.0,14.141978759083289,1536.0,85.85802124091671,701.0,659.0,94.00855920114122,42.0,5.991440798858773,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,8.689242977845458,5561.10692078,205.88675038335637,0.32169854410011506,80.67446172092387,0.12605404103643414
"Greenbrier town, Tennessee",6898.0,6076.0,88.08350246448245,822.0,199.0,2.884894172223833,24.20924574209246,19.0,0.2754421571469991,2.3114355231143557,95.0,1.3772107857349958,11.557177615571776,1.0,0.0144969556393157,0.121654501216545,110.0,1.5946651203247315,13.381995133819952,398.0,5.769788344447666,48.41849148418492,300.0,4.349086691794723,6598.0,95.65091330820528,902.0,13.0762539866628,5996.0,86.9237460133372,2624.0,2546.0,97.02743902439023,78.0,2.972560975609756,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,7.268204408060463,4651.643640115,949.0652178618003,1.4829166921801138,361.0245189430797,0.5641016816875353
"Millersville city, Tennessee",6299.0,4868.0,77.28210827115414,1431.0,544.0,8.636291474837275,38.01537386443047,23.0,0.3651373233846642,1.6072676450034942,55.0,0.8731544689633275,3.843466107617051,9.0,0.142879822193999,0.628930817610063,337.0,5.350055564375298,23.54996505939902,463.0,7.350373075091285,32.3549965059399,755.0,11.986029528496584,5544.0,88.01397047150341,1687.0,26.78202889347516,4612.0,73.21797110652484,2580.0,2451.0,95.0,129.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,13.838485148895726,8856.616822760001,455.1798793166782,0.7112196593864871,186.43659130608503,0.2913076236255178
"Portland city, Tennessee",13156.0,11051.0,83.99969595621769,2105.0,608.0,4.621465491030709,28.883610451306414,55.0,0.4180602006688963,2.6128266033254155,72.0,0.5472788081483734,3.4204275534441804,2.0,0.0152021891152325,0.0950118764845605,389.0,2.95682578291274,18.47980997624703,979.0,7.441471571906355,46.5083135391924,955.0,7.259045302523563,12201.0,92.74095469747644,2329.0,17.702949224688354,10827.0,82.29705077531165,5084.0,4823.0,94.86624704956726,261.0,5.13375295043273,62.0,0.4712678625722104,10.0,16.129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,16.129032258064516,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.502122558339527,9281.344109125,907.1775491536284,1.4174671087849886,350.56937214176395,0.5477654895912801
"Springfield city, Tennessee",18782.0,10439.0,55.579810456820354,8343.0,3828.0,20.381216057927805,45.88277597986336,185.0,0.9849856245341284,2.217427783770826,115.0,0.6122883611968906,1.3784010547764594,6.0,0.0319454797146203,0.0719165767709457,2552.0,13.58747737195187,30.588517319908902,1657.0,8.822276647854329,19.860961284909507,4388.0,23.362794164625704,14394.0,76.63720583537429,9092.0,48.40805026088809,9690.0,51.59194973911192,7351.0,6921.0,94.15045572031016,430.0,5.849544279689838,705.0,3.753593866467895,622.0,88.22695035460994,477.0,76.68810289389067,67.65957446808511,0.0,0.0,0.0,145.0,23.311897106109324,20.56737588652482,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.128295402195551,8402.096086545,1430.6503186132554,2.2353945737513325,559.9356028179129,0.8749007300418511
"White House city, Tennessee",12982.0,11378.0,87.6444307502696,1604.0,296.0,2.2800801109228166,18.453865336658357,36.0,0.2773070405176397,2.244389027431421,152.0,1.170851948852257,9.476309226932669,2.0,0.0154059466954244,0.1246882793017456,241.0,1.856416576798644,15.024937655860349,877.0,6.755507625943615,54.67581047381545,614.0,4.729625635495301,12368.0,95.27037436450468,1742.0,13.41857957171468,11240.0,86.58142042828531,5039.0,4820.0,95.65389958325063,219.0,4.346100416749355,49.0,0.3774456940378986,49.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,11.216270794694768,7178.40222684,1157.4256932295546,1.8084804375353034,449.2580548593226,0.701966794387644
"Eagleville city, Tennessee",813.0,743.0,91.389913899139,70.0,17.0,2.091020910209102,24.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.4760147601476017,17.142857142857142,41.0,5.043050430504305,58.57142857142858,39.0,4.797047970479705,774.0,95.20295202952028,84.0,10.33210332103321,729.0,89.66789667896678,326.0,301.0,92.33128834355828,25.0,7.668711656441718,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,2.813887820974253,1800.8854252800002,288.92409780519074,0.4514445997438152,115.85394327735814,0.18102206582593325
"La Vergne city, Tennessee",38719.0,17766.0,45.884449495079934,20953.0,9816.0,25.351894418760818,46.84770677229991,335.0,0.8652082956687931,1.598816398606405,1440.0,3.719104315710633,6.872524220875293,40.0,0.1033084532141842,0.1909034505798692,5374.0,13.879490689325657,25.647878585405437,3948.0,10.196544332239986,18.84217057223309,9427.0,24.347219711252876,29292.0,75.65278028874712,22381.0,57.80366228466645,16338.0,42.19633771533356,12890.0,12472.0,96.75717610550817,418.0,3.2428238944918544,61.0,0.157545391151631,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.71474781903467,15817.414185815,1566.6354471227746,2.447871665061604,521.5509417446877,0.8149246045260486
"Murfreesboro city, Tennessee",152769.0,97785.0,64.008404846533,54984.0,29799.0,19.50592070380771,54.19576604103011,740.0,0.4843914668551866,1.3458460643096173,5797.0,3.794618018053401,10.543067074057909,103.0,0.0674220555217354,0.187327222464717,6638.0,4.345122374303688,12.07260293903681,11907.0,7.79412053492528,21.655390659100828,13918.0,9.110487075257415,138851.0,90.8895129247426,57828.0,37.85322938554288,94941.0,62.146770614457125,62905.0,58999.0,93.7906366743502,3906.0,6.2093633256497895,5152.0,3.372411942213408,1419.0,27.54270186335404,774.0,54.54545454545454,15.02329192546584,43.0,3.0303030303030303,0.8346273291925466,602.0,42.42424242424242,11.684782608695652,0.0,0.0,0.0,3733.0,0.0,2831.0,75.83712831502812,54.94953416149069,0.0,0.0,0.0,0.0,0.0,0.0,62.888306457150605,40248.45399843,2429.211543549678,3.795648896376471,1000.2654474860246,1.5629171744697021
"Smyrna town, Tennessee",53070.0,31255.0,58.893913698888255,21815.0,8664.0,16.325607687959298,39.71579188631675,304.0,0.5728283399283964,1.393536557414623,3115.0,5.869606180516299,14.279165711666284,62.0,0.1168268324853966,0.2842081136832455,4899.0,9.2312040700961,22.45702498280999,4771.0,8.990013190126248,21.870272748109095,8988.0,16.936122102882983,44082.0,83.06387789711701,23342.0,43.98341812700208,29728.0,56.016581872997925,20413.0,19325.0,94.67006319502278,1088.0,5.329936804977221,303.0,0.570944036178632,239.0,78.87788778877888,0.0,0.0,0.0,0.0,0.0,0.0,160.0,66.94560669456067,52.8052805280528,79.0,33.054393305439326,26.072607260726077,64.0,26.072607260726077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.02739601788226,21137.500820115,1606.8478414485335,2.510703628193225,618.0626528639328,0.9657243859489033
"Cumberland City town, Tennessee",305.0,269.0,88.19672131147541,36.0,10.0,3.278688524590164,27.77777777777778,0.0,0.0,0.0,1.0,0.3278688524590163,2.7777777777777777,0.0,0.0,0.0,3.0,0.9836065573770492,8.333333333333332,22.0,7.213114754098362,61.11111111111112,4.0,1.3114754098360657,301.0,98.68852459016394,36.0,11.80327868852459,269.0,88.19672131147541,164.0,130.0,79.26829268292683,34.0,20.73170731707317,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,5.005199424862179,3203.3226867350004,60.936632911164835,0.09521363591092738,32.76592720469191,0.05119684029308882
"Dover city, Tennessee",1826.0,1667.0,91.29244249726176,159.0,57.0,3.12157721796276,35.84905660377358,4.0,0.2190580503833515,2.515723270440252,9.0,0.4928806133625411,5.660377358490567,0.0,0.0,0.0,29.0,1.5881708652792992,18.238993710691823,60.0,3.285870755750274,37.735849056603776,57.0,3.12157721796276,1769.0,96.87842278203723,178.0,9.748083242059144,1648.0,90.25191675794083,746.0,667.0,89.41018766756032,79.0,10.589812332439678,235.0,12.869660460021906,235.0,100.0,167.0,71.06382978723404,71.06382978723404,0.0,0.0,0.0,68.0,28.936170212765955,28.936170212765955,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,3.8261978735139,2448.762858735,477.23616508182306,0.7456826590972099,194.97162056464404,0.30464362742963774
"Gallatin city, Tennessee",44431.0,31359.0,70.5791001778038,13072.0,6583.0,14.816231910152824,50.35954712362302,212.0,0.4771443361616889,1.6217870257037943,753.0,1.694762665706376,5.760403916768666,30.0,0.0675204249285408,0.2294981640146879,1985.0,4.467601449438456,15.18512851897185,3509.0,7.897639035808332,26.84363525091799,4406.0,9.916499741171704,40025.0,90.0835002588283,13894.0,31.270959465238235,30537.0,68.72904053476177,19201.0,17791.0,92.656632467059,1410.0,7.343367532940991,795.0,1.7892912606063336,781.0,98.23899371069184,572.0,73.23943661971832,71.9496855345912,25.0,3.201024327784891,3.1446540880503147,184.0,23.5595390524968,23.14465408805032,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.173118351041445,20590.76395737,1380.9976240168141,2.1578121186755155,596.8025788018917,0.9325054689448486
"Hendersonville city, Tennessee",61753.0,48657.0,78.79293313685164,13096.0,5367.0,8.691075737211147,40.98197923029932,210.0,0.3400644503101064,1.6035430665852168,1312.0,2.124593137175522,10.01832620647526,54.0,0.0874451443654559,0.4123396456933414,1558.0,2.522954350395932,11.89676237018937,4595.0,7.440934043690185,35.08704948075748,3968.0,6.425598756335725,57785.0,93.57440124366428,13970.0,22.622382718248502,47783.0,77.3776172817515,24963.0,23697.0,94.92849417137364,1266.0,5.071505828626368,472.0,0.7643353359350963,317.0,67.16101694915254,0.0,0.0,0.0,0.0,0.0,0.0,317.0,100.0,67.16101694915254,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.41772106090313,20107.31043802,1965.5467651613576,3.0711715617238426,794.5515828983688,1.241488764842393
"Westmoreland town, Tennessee",2718.0,2479.0,91.20676968359088,239.0,36.0,1.3245033112582782,15.062761506276152,6.0,0.2207505518763796,2.510460251046025,26.0,0.9565857247976454,10.87866108786611,0.0,0.0,0.0,25.0,0.919793966151582,10.460251046025103,146.0,5.371596762325239,61.08786610878661,75.0,2.759381898454746,2643.0,97.24061810154524,269.0,9.896983075791024,2449.0,90.10301692420896,1070.0,1002.0,93.64485981308412,68.0,6.355140186915888,104.0,3.8263428991905815,104.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,4.179558182916701,2674.91310763,650.3079706150296,1.0161077727149708,256.00792073512935,0.40001299367366394
"Brentwood city, Tennessee",45373.0,37255.0,82.108302294316,8118.0,1443.0,3.180305468009609,17.775314116777533,53.0,0.1168095563440812,0.6528701650652871,3658.0,8.062063341634893,45.06035969450603,9.0,0.0198355850395609,0.1108647450110864,359.0,0.7912194476891543,4.422271495442227,2596.0,5.721464306966698,31.978319783197836,1615.0,3.5593855376545527,43758.0,96.44061446234544,8547.0,18.83719392590307,36826.0,81.16280607409692,15279.0,14741.0,96.47882714837358,538.0,3.521172851626416,125.0,0.275494236660569,125.0,100.0,0.0,0.0,0.0,21.0,16.8,16.8,104.0,83.2,83.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,41.10971999337491,26310.18017903,1103.7049147333562,1.7245415915533575,371.6639277149615,0.5807257835572642
"Fairview city, Tennessee",9357.0,8288.0,88.57539809768087,1069.0,157.0,1.6778882120337717,14.6866230121609,34.0,0.3633643261729187,3.180542563143125,88.0,0.9404723736240248,8.23199251637044,3.0,0.0320615581917281,0.2806361085126286,176.0,1.8809447472480496,16.46398503274088,611.0,6.5298706850486266,57.15622076707203,531.0,5.674895799935877,8826.0,94.32510420006412,1237.0,13.220049161055892,8120.0,86.7799508389441,3554.0,3359.0,94.51322453573438,195.0,5.486775464265616,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,17.33616529809225,11095.12866251,539.73873916798,0.84334308187132,205.00496729753138,0.32032075590153586
"Franklin city, Tennessee",83454.0,63771.0,76.41455172909627,19683.0,4370.0,5.236417667217869,22.201900116852105,216.0,0.2588252210798764,1.0973936899862824,6438.0,7.714429506075203,32.70842859320226,49.0,0.0587149807079349,0.2489457907839252,2971.0,3.5600450547607063,15.094243763653914,5639.0,6.757015841062142,28.64908804552152,6688.0,8.013995734176913,76766.0,91.98600426582308,20847.0,24.980228628945287,62607.0,75.01977137105472,34720.0,32749.0,94.32315668202766,1971.0,5.67684331797235,1084.0,1.2989191650490088,1041.0,96.03321033210332,189.0,18.155619596541783,17.43542435424354,7.0,0.6724303554274735,0.6457564575645757,845.0,81.17195004803074,77.95202952029521,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75193872909391,27361.198547365,1952.0518245692372,3.05008568449707,812.1269124193437,1.2689502596129396
"Nolensville town, Tennessee",13829.0,11017.0,79.66591944464531,2812.0,752.0,5.437848000578494,26.742532005689903,13.0,0.0940053510738303,0.4623044096728307,907.0,6.558681032612626,32.25462304409673,11.0,0.0795429893701641,0.391180654338549,139.0,1.0051341384048016,4.943100995732575,990.0,7.158869043314773,35.206258890469414,705.0,5.097982500542338,13124.0,94.90201749945766,3018.0,21.82370381083231,10811.0,78.17629618916769,4216.0,4089.0,96.9876660341556,127.0,3.0123339658444026,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,10.44371705514128,6683.968596815001,1324.1454098176855,2.068980396854303,403.6876887548891,0.6307629874277058
"Thompson's Station town, Tennessee",7485.0,6566.0,87.72211088844355,919.0,193.0,2.578490313961256,21.00108813928183,20.0,0.2672010688042752,2.176278563656148,127.0,1.6967267869071476,13.81936887921654,5.0,0.0668002672010688,0.544069640914037,108.0,1.4428857715430865,11.7519042437432,466.0,6.225784903139613,50.70729053318824,397.0,5.303941215764863,7088.0,94.69605878423512,1047.0,13.987975951903808,6438.0,86.0120240480962,2690.0,2556.0,95.0185873605948,134.0,4.981412639405204,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,20.346355178516493,13021.64721189,367.8791574376591,0.574812070869612,132.21041195822352,0.206579087593755
"Lebanon city, Tennessee",38431.0,28960.0,75.35583253102965,9471.0,4377.0,11.389243058988836,46.21476084890719,230.0,0.5984751893003045,2.428465843099989,576.0,1.4987900392911973,6.081723154893886,13.0,0.0338268585256693,0.1372611128708689,1642.0,4.272592438396086,17.33713441030514,2633.0,6.851239884468267,27.80065462992292,3319.0,8.636257188207438,35112.0,91.36374281179256,10177.0,26.48122609351825,28254.0,73.51877390648175,15734.0,14708.0,93.47908986907332,1026.0,6.520910130926656,1590.0,4.137285004293409,873.0,54.90566037735849,381.0,43.6426116838488,23.9622641509434,11.0,1.2600229095074456,0.6918238993710693,481.0,55.09736540664376,30.251572327044023,0.0,0.0,0.0,717.0,0.0,477.0,66.52719665271967,30.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65388242214197,25378.44557182,969.1610922450525,1.5143165443778575,396.78334223370865,0.6199749293341628
"Mount Juliet city, Tennessee",39289.0,30290.0,77.095370205401,8999.0,3206.0,8.160044796253404,35.62618068674297,137.0,0.3486981088854387,1.5223913768196466,2018.0,5.1362976914658045,22.42471385709523,12.0,0.0305429000483595,0.1333481497944216,980.0,2.4943368372827,10.890098899877763,2646.0,6.734709460663289,29.40326702966997,2406.0,6.123851459696098,36883.0,93.8761485403039,9578.0,24.378324721932348,29711.0,75.62167527806766,15090.0,14464.0,95.85155732273029,626.0,4.148442677269715,224.0,0.5701341342360458,178.0,79.46428571428571,0.0,0.0,0.0,0.0,0.0,0.0,178.0,100.0,79.46428571428571,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.06438571752689,16041.182095405002,1567.5229563885223,2.449258400430124,602.0494645295834,0.9407037405505503
"Watertown city, Tennessee",1553.0,1293.0,83.25820991629105,260.0,91.0,5.859626529298133,35.0,9.0,0.5795235028976174,3.4615384615384617,2.0,0.128783000643915,0.7692307692307693,0.0,0.0,0.0,29.0,1.867353509336768,11.153846153846157,129.0,8.306503541532518,49.61538461538461,58.0,3.734707018673536,1495.0,96.26529298132648,270.0,17.385705086928528,1283.0,82.61429491307148,624.0,570.0,91.34615384615384,54.0,8.653846153846153,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,1.4361251255281768,919.118661435,1081.3820971406228,1.6896621352191183,434.5025296946224,0.6789112507255182
"Mitchellville city, Tennessee",163.0,146.0,89.57055214723927,17.0,3.0,1.8404907975460123,17.647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4539877300613497,23.52941176470588,10.0,6.134969325153374,58.82352941176471,6.0,3.6809815950920246,157.0,96.31901840490798,17.0,10.429447852760736,146.0,89.57055214723927,74.0,63.0,85.13513513513513,11.0,14.864864864864863,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,0.0,,,0.0,,,0.0,,,0.5368862484263729,343.606668545,303.6024865188056,0.4743796175150568,137.8318036956541,0.21536252574303194
